transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,discount_applied,status,payment_method,shipping_cost,calculated_amount,amount_difference
T030601,C01047,P0818,2023-03-19 08:59:33,1,13.15,13.15,0,completed,credit_card,6.75,13.15,0.0
T069232,C01275,P0788,2023-03-19 09:00:58,1,24.12,24.12,0,completed,credit_card,7.98,24.12,0.0
T047082,C03374,P0023,2023-03-19 09:02:26,1,23.9,23.9,40,completed,credit_card,8.7,23.9,0.0
T109672,C04311,P0832,2023-03-19 09:07:17,1,39.46,39.46,0,completed,credit_card,5.27,39.46,0.0
T113104,C07009,P0573,2023-03-19 10:25:33,1,168.25,168.25,0,completed,apple_pay,0.0,168.25,0.0
T014418,C01675,P0632,2023-03-19 10:49:21,1,69.38,69.38,0,completed,credit_card,0.0,69.38,0.0
T030044,C09628,P0101,2023-03-19 10:56:09,1,163.49,163.49,5,completed,credit_card,0.0,163.49,0.0
T053284,C03493,P0643,2023-03-19 11:01:13,1,13.51,13.51,30,completed,debit_card,6.56,13.51,0.0
T045982,C02355,P0005,2023-03-19 11:11:39,1,26.06,26.06,0,completed,paypal,6.98,26.06,0.0
T079964,C00828,P0106,2023-03-19 11:28:41,1,31.96,31.96,20,completed,google_pay,9.45,31.96,0.0
T097058,C05692,P0314,2023-03-19 11:30:53,1,27.22,27.22,10,completed,debit_card,7.0,27.22,0.0
T017373,C04425,P0312,2023-03-19 11:33:22,1,30.0,30.0,0,completed,credit_card,5.64,30.0,0.0
T003689,C09491,P0824,2023-03-19 11:40:06,1,86.07,86.07,0,completed,credit_card,0.0,86.07,0.0
T107849,C05148,P0431,2023-03-19 12:01:37,1,17.54,17.54,0,completed,apple_pay,7.43,17.54,0.0
T119445,C09492,P0334,2023-03-19 12:06:37,1,48.91,48.91,5,completed,google_pay,4.49,48.91,0.0
T115082,C08328,P0918,2023-03-19 12:08:18,1,145.26,145.26,10,completed,debit_card,0.0,145.26,0.0
T105863,C00571,P0172,2023-03-19 12:11:33,1,68.73,68.73,0,completed,apple_pay,0.0,68.73,0.0
T114851,C04661,P0934,2023-03-19 12:22:44,1,26.16,26.16,0,completed,credit_card,6.92,26.16,0.0
T100696,C08856,P0662,2023-03-19 12:58:20,1,45.16,45.16,0,completed,bank_transfer,9.42,45.16,0.0
T026824,C00763,P0604,2023-03-19 12:59:03,1,12.26,12.26,0,completed,debit_card,4.99,12.26,0.0
T001893,C07322,P0864,2023-03-19 13:09:43,1,14.44,14.44,30,completed,paypal,6.28,14.44,0.0
T036180,C07640,P0156,2023-03-19 13:16:32,1,193.36,193.36,0,completed,credit_card,0.0,193.36,0.0
T055544,C02731,P0049,2023-03-19 13:17:29,2,22.15,44.3,40,completed,paypal,9.66,44.3,0.0
T104132,C06510,P0090,2023-03-19 13:35:52,1,5.71,5.71,0,completed,paypal,6.82,5.71,0.0
T114560,C07331,P0901,2023-03-19 13:43:26,1,36.48,36.48,40,completed,credit_card,7.41,36.48,0.0
T053750,C01929,P0551,2023-03-19 13:43:51,5,30.22,151.1,0,completed,apple_pay,0.0,151.1,0.0
T051804,C05871,P0880,2023-03-19 14:02:22,2,16.42,32.84,30,completed,debit_card,7.92,32.84,0.0
T007645,C06859,P0625,2023-03-19 14:27:30,1,11.61,11.61,0,completed,bank_transfer,6.18,11.61,0.0
T116937,C01064,P0364,2023-03-19 14:47:58,2,4.78,9.55,40,completed,apple_pay,9.18,9.56,-0.009999999999999787
T108660,C05844,P0086,2023-03-19 14:49:00,1,45.2,45.2,0,completed,credit_card,8.12,45.2,0.0
T052842,C00469,P0993,2023-03-19 14:49:18,1,33.25,33.25,0,completed,google_pay,6.19,33.25,0.0
T033197,C04240,P0618,2023-03-19 14:54:26,1,81.51,81.51,0,completed,paypal,0.0,81.51,0.0
T080319,C09241,P0819,2023-03-19 15:17:43,1,43.98,43.98,20,completed,paypal,8.76,43.98,0.0
T117292,C09098,P0342,2023-03-19 15:26:54,3,18.61,55.83,5,completed,debit_card,0.0,55.83,0.0
T047509,C01791,P0577,2023-03-19 16:04:03,1,102.61,102.61,0,completed,credit_card,0.0,102.61,0.0
T038922,C07333,P0192,2023-03-19 16:31:47,1,31.78,31.78,0,completed,credit_card,7.8,31.78,0.0
T071519,C03864,P0859,2023-03-19 16:36:03,2,78.2,156.4,0,completed,debit_card,0.0,156.4,0.0
T101689,C05181,P0566,2023-03-19 16:39:58,1,201.14,201.14,20,completed,google_pay,0.0,201.14,0.0
T010146,C07540,P0444,2023-03-19 17:06:28,1,14.64,14.64,0,completed,credit_card,5.72,14.64,0.0
T114991,C07445,P0142,2023-03-19 17:09:05,1,15.12,15.12,0,completed,debit_card,7.11,15.12,0.0
T086988,C03278,P0998,2023-03-19 17:14:46,1,31.61,31.61,0,completed,apple_pay,5.07,31.61,0.0
T088486,C03322,P0205,2023-03-19 17:54:37,3,17.21,51.63,0,completed,paypal,0.0,51.63,0.0
T001287,C02930,P0133,2023-03-19 18:15:51,3,56.81,170.43,0,completed,credit_card,0.0,170.43,0.0
T090448,C00995,P0359,2023-03-19 18:36:07,1,13.52,13.52,0,completed,credit_card,6.5,13.52,0.0
T035624,C04317,P0433,2023-03-19 18:36:08,1,23.54,23.54,0,completed,apple_pay,7.09,23.54,0.0
T117818,C07435,P0529,2023-03-19 18:36:32,1,14.56,14.56,0,completed,google_pay,6.38,14.56,0.0
T046911,C04204,P0069,2023-03-19 18:50:21,1,45.31,45.31,0,completed,credit_card,7.08,45.31,0.0
T025067,C09983,P0421,2023-03-19 18:54:56,1,17.43,17.43,0,completed,bank_transfer,7.12,17.43,0.0
T076998,C01417,P0309,2023-03-19 19:08:56,1,53.32,53.32,0,completed,bank_transfer,0.0,53.32,0.0
T006903,C06941,P0440,2023-03-19 20:13:16,1,14.71,14.71,30,completed,credit_card,6.75,14.71,0.0
T104049,C02729,P0967,2023-03-19 20:19:30,1,68.26,68.26,0,completed,debit_card,0.0,68.26,0.0
T021266,C04534,P0482,2023-03-19 21:07:05,1,185.33,185.33,0,completed,credit_card,0.0,185.33,0.0
T031609,C04061,P0003,2023-03-19 21:21:08,1,179.9,179.9,0,completed,credit_card,0.0,179.9,0.0
T019908,C09394,P0094,2023-03-19 21:28:09,1,112.77,112.77,0,completed,credit_card,0.0,112.77,0.0
T045944,C01799,P0865,2023-03-19 21:34:48,1,11.46,11.46,0,completed,credit_card,6.01,11.46,0.0
T042458,C03455,P0863,2023-03-19 21:35:54,2,11.4,22.8,40,completed,credit_card,8.44,22.8,0.0
T100790,C03668,P0786,2023-03-19 21:36:33,1,21.0,21.0,0,completed,credit_card,7.3,21.0,0.0
T109658,C03267,P0212,2023-03-19 21:39:12,1,172.16,172.16,5,completed,debit_card,0.0,172.16,0.0
T044485,C03069,P0004,2023-03-19 21:41:31,1,12.54,12.54,0,completed,apple_pay,5.39,12.54,0.0
T041287,C01228,P0680,2023-03-19 21:45:59,3,25.2,75.6,0,completed,credit_card,0.0,75.6,0.0
T087485,C00878,P0168,2023-03-19 22:14:49,1,206.95,206.95,0,completed,debit_card,0.0,206.95,0.0
T029922,C06343,P0452,2023-03-19 22:36:43,3,24.01,72.03,0,completed,google_pay,0.0,72.03,0.0
T007897,C05367,P0734,2023-03-19 22:56:58,1,312.37,312.37,0,completed,credit_card,0.0,312.37,0.0
T031300,C04268,P0573,2023-03-19 23:11:52,1,168.25,168.25,0,completed,credit_card,0.0,168.25,0.0
T102264,C00067,P0084,2023-03-19 23:39:08,1,10.27,10.27,20,completed,apple_pay,4.69,10.27,0.0
T028999,C09366,P0561,2023-03-19 23:48:47,1,18.16,18.16,0,completed,debit_card,4.84,18.16,0.0
T062756,C08923,P0225,2023-03-19 23:52:56,1,15.79,15.79,25,completed,credit_card,9.22,15.79,0.0
T072120,C02269,P0798,2023-03-20 00:36:33,3,21.5,64.5,0,completed,credit_card,0.0,64.5,0.0
T057684,C01213,P0311,2023-03-20 00:43:29,1,74.85,74.85,0,completed,apple_pay,0.0,74.85,0.0
T109802,C08438,P0290,2023-03-20 01:06:21,1,195.01,195.01,0,completed,credit_card,0.0,195.01,0.0
T052546,C08663,P0908,2023-03-20 02:26:08,2,25.21,50.42,0,completed,debit_card,0.0,50.42,0.0
T049118,C09987,P0979,2023-03-20 02:31:36,1,18.91,18.91,0,completed,credit_card,5.7,18.91,0.0
T110458,C08697,P0380,2023-03-20 02:56:40,1,43.47,43.47,0,completed,debit_card,9.17,43.47,0.0
T060758,C04674,P0590,2023-03-20 03:01:15,1,21.55,21.55,0,completed,paypal,8.07,21.55,0.0
T060903,C00105,P0708,2023-03-20 03:15:55,2,29.54,59.08,0,completed,debit_card,0.0,59.08,0.0
T107990,C07782,P0110,2023-03-20 03:32:13,1,17.85,17.85,0,completed,credit_card,9.5,17.85,0.0
T032795,C06158,P0534,2023-03-20 03:33:21,1,10.83,10.83,10,completed,credit_card,5.76,10.83,0.0
T017281,C06185,P0702,2023-03-20 03:43:49,1,74.59,74.59,0,completed,bank_transfer,0.0,74.59,0.0
T010348,C04123,P0367,2023-03-20 03:46:42,1,31.58,31.58,0,completed,debit_card,4.41,31.58,0.0
T059912,C08918,P0061,2023-03-20 03:50:00,1,67.2,67.2,0,completed,debit_card,0.0,67.2,0.0
T062002,C03464,P0767,2023-03-20 04:04:02,1,20.74,20.74,0,completed,debit_card,7.84,20.74,0.0
T018304,C06933,P0343,2023-03-20 04:11:27,1,7.6,7.6,0,completed,debit_card,7.35,7.6,0.0
T074110,C05234,P0686,2023-03-20 04:29:12,1,19.5,19.5,0,completed,credit_card,8.36,19.5,0.0
T046525,C08438,P0563,2023-03-20 04:34:49,1,19.48,19.48,0,completed,google_pay,7.92,19.48,0.0
T033520,C07750,P0442,2023-03-20 04:50:35,1,54.87,54.87,10,completed,paypal,0.0,54.87,0.0
T089887,C03719,P0155,2023-03-20 04:52:20,1,18.09,18.09,0,completed,apple_pay,9.45,18.09,0.0
T052090,C04782,P0507,2023-03-20 04:58:13,1,26.71,26.71,5,completed,credit_card,8.46,26.71,0.0
T015039,C05388,P0667,2023-03-20 05:15:13,1,27.73,27.73,25,completed,paypal,6.56,27.73,0.0
T010975,C09310,P0560,2023-03-20 05:24:56,1,47.0,47.0,15,completed,paypal,9.2,47.0,0.0
T013449,C05505,P0716,2023-03-20 05:38:56,3,13.49,40.47,0,completed,paypal,6.08,40.47,0.0
T067343,C00823,P0344,2023-03-20 05:40:23,2,59.45,118.89,25,completed,paypal,0.0,118.9,-0.010000000000005116
T018522,C03743,P0093,2023-03-20 06:01:22,1,21.84,21.84,50,completed,credit_card,4.01,21.84,0.0
T095140,C07212,P0381,2023-03-20 06:17:09,1,70.8,70.8,0,completed,google_pay,0.0,70.8,0.0
T009104,C07989,P0295,2023-03-20 06:46:09,1,25.71,25.71,0,completed,paypal,6.78,25.71,0.0
T100900,C07593,P0181,2023-03-20 06:54:46,1,4.03,4.03,40,completed,apple_pay,8.8,4.03,0.0
T091777,C02160,P0798,2023-03-20 07:10:35,1,21.5,21.5,0,completed,paypal,4.28,21.5,0.0
T052103,C00159,P0348,2023-03-20 07:26:41,1,144.85,144.85,0,completed,credit_card,0.0,144.85,0.0
T001955,C00369,P0037,2023-03-20 07:27:23,1,7.3,7.3,50,completed,google_pay,8.72,7.3,0.0
T011510,C08294,P0639,2023-03-20 07:33:56,1,109.48,109.48,0,completed,credit_card,0.0,109.48,0.0
T056107,C07923,P0505,2023-03-20 07:34:39,2,103.35,206.7,20,completed,credit_card,0.0,206.7,0.0
T013902,C03949,P0030,2023-03-20 08:01:54,1,73.08,73.08,0,completed,paypal,0.0,73.08,0.0
T049861,C07758,P0908,2023-03-20 08:12:53,1,25.21,25.21,0,completed,credit_card,8.3,25.21,0.0
T091710,C01569,P0566,2023-03-20 08:20:22,1,201.14,201.14,20,completed,debit_card,0.0,201.14,0.0
T003318,C05960,P0392,2023-03-20 09:29:15,4,22.62,90.48,0,completed,debit_card,0.0,90.48,0.0
T037366,C06255,P0819,2023-03-20 09:43:45,1,43.98,43.98,20,completed,apple_pay,9.86,43.98,0.0
T012086,C06306,P0121,2023-03-20 09:45:45,1,52.35,52.35,0,completed,debit_card,0.0,52.35,0.0
T060807,C03533,P0574,2023-03-20 09:50:01,1,19.59,19.59,0,completed,credit_card,7.34,19.59,0.0
T102136,C02660,P0851,2023-03-20 09:53:49,1,25.07,25.07,0,completed,debit_card,8.43,25.07,0.0
T081084,C08118,P0381,2023-03-20 10:14:23,2,70.8,141.6,0,completed,credit_card,0.0,141.6,0.0
T065929,C01678,P0113,2023-03-20 10:20:07,5,17.76,88.8,0,completed,debit_card,0.0,88.80000000000001,-1.4210854715202004e-14
T066005,C04124,P0096,2023-03-20 10:22:08,1,21.52,21.52,0,completed,debit_card,4.2,21.52,0.0
T104900,C00354,P0134,2023-03-20 11:01:52,1,19.02,19.02,20,completed,credit_card,5.47,19.02,0.0
T013584,C02431,P0426,2023-03-20 11:28:54,1,24.25,24.25,15,completed,paypal,7.1,24.25,0.0
T083611,C02246,P0575,2023-03-20 11:46:00,2,20.99,41.98,0,completed,apple_pay,5.25,41.98,0.0
T093410,C06065,P0698,2023-03-20 11:46:21,1,10.86,10.86,0,completed,credit_card,4.27,10.86,0.0
T087118,C00324,P0030,2023-03-20 11:57:34,1,73.08,73.08,0,completed,credit_card,0.0,73.08,0.0
T050264,C05486,P0994,2023-03-20 12:07:58,1,20.61,20.61,25,completed,credit_card,6.97,20.61,0.0
T025377,C04617,P0195,2023-03-20 12:24:28,1,32.87,32.87,0,completed,paypal,4.14,32.87,0.0
T100862,C01459,P0133,2023-03-20 12:34:34,1,56.81,56.81,0,completed,paypal,0.0,56.81,0.0
T029159,C05771,P0837,2023-03-20 12:44:45,1,7.34,7.34,0,completed,debit_card,7.79,7.34,0.0
T114372,C01537,P0427,2023-03-20 13:03:23,1,6.58,6.58,50,completed,debit_card,7.96,6.58,0.0
T099833,C00368,P0537,2023-03-20 13:09:04,1,14.3,14.3,30,completed,debit_card,6.63,14.3,0.0
T045531,C08512,P0216,2023-03-20 13:59:31,1,29.32,29.32,0,completed,credit_card,7.58,29.32,0.0
T098495,C03241,P0632,2023-03-20 14:06:18,2,69.38,138.76,0,completed,paypal,0.0,138.76,0.0
T008337,C07006,P0155,2023-03-20 14:19:22,1,18.09,18.09,0,completed,credit_card,4.86,18.09,0.0
T111837,C09819,P0212,2023-03-20 14:22:39,1,172.16,172.16,5,completed,google_pay,0.0,172.16,0.0
T007477,C06272,P0324,2023-03-20 14:26:48,1,51.1,51.1,30,completed,paypal,0.0,51.1,0.0
T080223,C09280,P0253,2023-03-20 14:39:45,1,21.21,21.21,0,completed,paypal,9.04,21.21,0.0
T085322,C09169,P0642,2023-03-20 14:55:09,1,83.25,83.25,0,completed,credit_card,0.0,83.25,0.0
T079802,C09429,P0545,2023-03-20 15:06:58,1,34.81,34.81,20,completed,credit_card,6.41,34.81,0.0
T119394,C05257,P0350,2023-03-20 15:07:25,1,32.57,32.57,0,completed,apple_pay,5.3,32.57,0.0
T117546,C00991,P0804,2023-03-20 15:15:27,2,10.01,20.02,0,completed,credit_card,7.39,20.02,0.0
T106880,C00130,P0700,2023-03-20 15:30:32,1,56.02,56.02,0,completed,paypal,0.0,56.02,0.0
T053713,C04127,P0235,2023-03-20 15:31:29,1,57.91,57.91,0,completed,paypal,0.0,57.91,0.0
T083317,C00003,P0539,2023-03-20 15:45:30,5,64.98,324.9,0,completed,paypal,0.0,324.90000000000003,-5.684341886080802e-14
T075515,C08645,P0225,2023-03-20 15:46:41,1,15.79,15.79,25,completed,debit_card,7.4,15.79,0.0
T077029,C09889,P0396,2023-03-20 16:25:57,1,32.21,32.21,0,completed,paypal,8.14,32.21,0.0
T042368,C06459,P0555,2023-03-20 16:52:24,1,40.18,40.18,5,completed,google_pay,6.24,40.18,0.0
T109742,C02387,P0487,2023-03-20 17:08:34,1,82.06,82.06,0,completed,credit_card,0.0,82.06,0.0
T049488,C05641,P0303,2023-03-20 17:17:12,1,74.69,74.69,5,completed,paypal,0.0,74.69,0.0
T026405,C01498,P0054,2023-03-20 17:19:53,1,27.99,27.99,20,completed,apple_pay,7.34,27.99,0.0
T046562,C05782,P0728,2023-03-20 17:41:57,1,29.01,29.01,0,completed,apple_pay,5.3,29.01,0.0
T097516,C02222,P0632,2023-03-20 17:54:27,1,69.38,69.38,0,completed,debit_card,0.0,69.38,0.0
T115020,C07817,P0833,2023-03-20 19:17:45,1,26.9,26.9,0,completed,google_pay,5.92,26.9,0.0
T069505,C09918,P0328,2023-03-20 20:03:25,1,131.08,131.08,0,completed,credit_card,0.0,131.08,0.0
T106871,C05503,P0977,2023-03-20 20:03:34,1,29.92,29.92,10,completed,apple_pay,7.28,29.92,0.0
T022484,C02368,P0178,2023-03-20 20:26:06,3,370.61,1111.83,0,completed,apple_pay,0.0,1111.83,0.0
T063171,C02300,P0609,2023-03-20 20:27:55,1,27.37,27.37,0,completed,paypal,9.7,27.37,0.0
T005541,C06098,P0732,2023-03-20 20:33:04,1,17.24,17.24,0,completed,google_pay,9.76,17.24,0.0
T101158,C07856,P0042,2023-03-20 20:56:18,1,79.32,79.32,5,completed,credit_card,0.0,79.32,0.0
T100629,C09383,P0718,2023-03-20 21:28:15,1,36.95,36.95,0,completed,apple_pay,6.71,36.95,0.0
T045962,C09518,P0877,2023-03-20 21:39:00,2,15.08,30.15,5,completed,paypal,5.12,30.16,-0.010000000000001563
T077714,C09904,P0757,2023-03-20 22:15:00,2,22.45,44.9,0,completed,credit_card,6.05,44.9,0.0
T027049,C03147,P0349,2023-03-20 22:24:39,1,10.08,10.08,0,completed,credit_card,4.82,10.08,0.0
T095818,C06542,P0000,2023-03-20 22:32:49,3,34.82,104.46,0,completed,credit_card,0.0,104.46000000000001,-1.4210854715202004e-14
T064943,C05959,P0973,2023-03-20 22:54:52,1,75.87,75.87,0,completed,debit_card,0.0,75.87,0.0
T104153,C06214,P0186,2023-03-20 23:05:41,1,99.58,99.58,15,completed,paypal,0.0,99.58,0.0
T118059,C06404,P0591,2023-03-20 23:30:49,1,93.29,93.29,0,completed,paypal,0.0,93.29,0.0
T108677,C01147,P0529,2023-03-21 01:14:29,1,14.56,14.56,0,completed,credit_card,7.0,14.56,0.0
T082782,C06606,P0632,2023-03-21 01:30:21,1,69.38,69.38,0,completed,credit_card,0.0,69.38,0.0
T063563,C04581,P0178,2023-03-21 01:44:48,1,370.61,370.61,0,completed,bank_transfer,0.0,370.61,0.0
T033995,C04025,P0779,2023-03-21 02:02:54,1,19.82,19.82,20,completed,credit_card,6.55,19.82,0.0
T051545,C07437,P0213,2023-03-21 02:04:43,1,76.22,76.22,0,completed,paypal,0.0,76.22,0.0
T008139,C08983,P0906,2023-03-21 02:13:47,1,520.45,520.45,0,completed,credit_card,0.0,520.45,0.0
T117573,C01416,P0972,2023-03-21 02:15:03,1,54.58,54.58,0,completed,google_pay,0.0,54.58,0.0
T010870,C04746,P0706,2023-03-21 02:23:32,1,30.78,30.78,0,completed,credit_card,4.16,30.78,0.0
T082980,C05720,P0419,2023-03-21 02:37:24,1,12.56,12.56,5,completed,google_pay,7.83,12.56,0.0
T043459,C03092,P0073,2023-03-21 02:49:33,1,24.46,24.46,10,completed,paypal,9.71,24.46,0.0
T043857,C03859,P0795,2023-03-21 02:53:03,1,32.14,32.14,0,completed,credit_card,8.35,32.14,0.0
T113466,C00907,P0033,2023-03-21 03:04:53,1,40.46,40.46,0,completed,apple_pay,8.17,40.46,0.0
T096818,C02932,P0724,2023-03-21 03:17:53,1,7.22,7.22,30,completed,paypal,6.36,7.22,0.0
T030496,C09440,P0598,2023-03-21 03:22:48,1,14.28,14.28,0,completed,credit_card,5.36,14.28,0.0
T119594,C06212,P0590,2023-03-21 03:29:17,1,21.55,21.55,0,completed,credit_card,6.31,21.55,0.0
T011202,C05043,P0261,2023-03-21 03:31:50,1,106.29,106.29,40,completed,credit_card,0.0,106.29,0.0
T034184,C08155,P0293,2023-03-21 03:31:52,1,14.24,14.24,0,completed,apple_pay,5.98,14.24,0.0
T044539,C05907,P0020,2023-03-21 03:54:43,2,219.43,438.86,0,completed,credit_card,0.0,438.86,0.0
T006550,C01723,P0315,2023-03-21 04:14:46,1,30.61,30.61,0,completed,credit_card,7.58,30.61,0.0
T056074,C03770,P0244,2023-03-21 04:55:09,1,29.94,29.94,0,completed,credit_card,8.75,29.94,0.0
T119758,C04805,P0743,2023-03-21 05:23:47,2,13.52,27.04,5,completed,credit_card,6.13,27.04,0.0
T046655,C09320,P0173,2023-03-21 05:50:27,1,10.52,10.52,0,completed,bank_transfer,9.85,10.52,0.0
T014730,C06542,P0597,2023-03-21 06:07:35,1,75.32,75.32,0,completed,google_pay,0.0,75.32,0.0
T061952,C03952,P0264,2023-03-21 06:22:59,1,16.47,16.47,0,completed,debit_card,4.32,16.47,0.0
T002723,C03262,P0188,2023-03-21 06:40:28,1,20.08,20.08,0,completed,credit_card,9.95,20.08,0.0
T118499,C08486,P0417,2023-03-21 06:41:03,1,30.97,30.97,0,completed,paypal,8.37,30.97,0.0
T087883,C01162,P0140,2023-03-21 06:45:19,1,15.96,15.96,0,completed,google_pay,7.67,15.96,0.0
T071203,C01371,P0962,2023-03-21 06:45:44,1,27.74,27.74,0,completed,credit_card,8.01,27.74,0.0
T079592,C03016,P0505,2023-03-21 06:54:42,1,103.35,103.35,20,completed,credit_card,0.0,103.35,0.0
T079009,C06854,P0518,2023-03-21 07:15:19,3,70.27,210.81,0,completed,apple_pay,0.0,210.81,0.0
T058387,C03500,P0374,2023-03-21 07:19:40,1,12.66,12.66,0,completed,credit_card,6.04,12.66,0.0
T115116,C04234,P0932,2023-03-21 07:42:07,1,23.87,23.87,0,completed,paypal,7.19,23.87,0.0
T113630,C07003,P0287,2023-03-21 07:53:25,1,78.58,78.58,0,completed,paypal,0.0,78.58,0.0
T038581,C05438,P0573,2023-03-21 08:10:25,3,168.25,504.75,0,completed,bank_transfer,0.0,504.75,0.0
T004167,C04686,P0216,2023-03-21 08:29:21,2,29.32,58.64,0,completed,debit_card,0.0,58.64,0.0
T001016,C04333,P0237,2023-03-21 08:35:06,1,54.38,54.38,0,completed,debit_card,0.0,54.38,0.0
T028875,C06256,P0003,2023-03-21 08:37:30,1,179.9,179.9,0,completed,debit_card,0.0,179.9,0.0
T108961,C08304,P0803,2023-03-21 08:54:08,1,14.49,14.49,0,completed,credit_card,7.43,14.49,0.0
T093220,C04768,P0808,2023-03-21 08:59:10,1,133.37,133.37,0,completed,credit_card,0.0,133.37,0.0
T119677,C02073,P0583,2023-03-21 09:01:22,2,90.3,180.6,0,completed,credit_card,0.0,180.6,0.0
T075351,C04091,P0261,2023-03-21 09:24:30,1,106.29,106.29,40,completed,credit_card,0.0,106.29,0.0
T054927,C03294,P0544,2023-03-21 09:40:18,1,40.89,40.89,0,completed,credit_card,6.56,40.89,0.0
T003706,C06059,P0929,2023-03-21 09:43:29,2,19.45,38.9,0,completed,debit_card,4.41,38.9,0.0
T076542,C05578,P0905,2023-03-21 10:50:59,1,29.91,29.91,0,completed,debit_card,6.22,29.91,0.0
T064759,C03296,P0224,2023-03-21 10:57:06,1,25.41,25.41,0,completed,google_pay,6.66,25.41,0.0
T026738,C03633,P0371,2023-03-21 11:41:30,2,154.84,309.67,40,completed,paypal,0.0,309.68,-0.009999999999990905
T114202,C04994,P0347,2023-03-21 11:53:31,1,121.39,121.39,0,completed,credit_card,0.0,121.39,0.0
T031372,C08333,P0591,2023-03-21 11:57:07,1,93.29,93.29,0,completed,paypal,0.0,93.29,0.0
T116327,C04367,P0308,2023-03-21 12:14:29,1,35.87,35.87,0,completed,apple_pay,7.66,35.87,0.0
T110133,C01865,P0572,2023-03-21 12:29:54,3,7.55,22.66,30,completed,credit_card,4.85,22.65,0.010000000000001563
T058600,C03988,P0988,2023-03-21 12:41:57,1,17.14,17.14,0,completed,debit_card,7.52,17.14,0.0
T102072,C06821,P0298,2023-03-21 12:53:14,1,59.1,59.1,40,completed,credit_card,0.0,59.1,0.0
T006523,C08733,P0802,2023-03-21 12:56:51,1,39.72,39.72,0,completed,apple_pay,7.96,39.72,0.0
T060408,C02224,P0250,2023-03-21 12:57:41,1,24.99,24.99,0,completed,credit_card,7.26,24.99,0.0
T081034,C09771,P0787,2023-03-21 13:27:23,1,5.87,5.87,15,completed,debit_card,7.13,5.87,0.0
T042530,C08156,P0948,2023-03-21 13:44:18,1,31.44,31.44,0,completed,credit_card,4.35,31.44,0.0
T054540,C09052,P0625,2023-03-21 13:45:51,1,11.61,11.61,0,completed,debit_card,9.64,11.61,0.0
T031075,C06626,P0654,2023-03-21 14:06:50,1,24.07,24.07,0,completed,credit_card,8.7,24.07,0.0
T011292,C08219,P0119,2023-03-21 15:25:10,1,21.18,21.18,0,completed,paypal,6.47,21.18,0.0
T059832,C05880,P0703,2023-03-21 15:50:10,1,6.15,6.15,0,completed,credit_card,8.45,6.15,0.0
T077234,C05834,P0974,2023-03-21 16:00:03,1,137.76,137.76,30,completed,apple_pay,0.0,137.76,0.0
T072491,C09334,P0266,2023-03-21 16:20:23,1,9.8,9.8,0,completed,credit_card,4.26,9.8,0.0
T022117,C02529,P0279,2023-03-21 16:35:48,1,60.77,60.77,5,completed,apple_pay,0.0,60.77,0.0
T070221,C03697,P0020,2023-03-21 16:39:33,1,219.43,219.43,0,completed,credit_card,0.0,219.43,0.0
T052037,C07769,P0083,2023-03-21 16:46:24,4,51.72,206.88,0,completed,credit_card,0.0,206.88,0.0
T108843,C06571,P0293,2023-03-21 17:25:02,1,14.24,14.24,0,completed,apple_pay,6.32,14.24,0.0
T003935,C01752,P0262,2023-03-21 18:03:51,1,44.34,44.34,0,completed,credit_card,5.71,44.34,0.0
T108935,C00953,P0354,2023-03-21 18:29:25,1,21.32,21.32,0,completed,bank_transfer,5.25,21.32,0.0
T011598,C09286,P0814,2023-03-21 20:19:20,1,20.79,20.79,0,completed,apple_pay,5.23,20.79,0.0
T006608,C07445,P0316,2023-03-21 20:34:54,1,129.3,129.3,0,completed,debit_card,0.0,129.3,0.0
T049440,C08236,P0225,2023-03-21 20:35:07,1,15.79,15.79,25,completed,paypal,8.92,15.79,0.0
T013542,C03629,P0994,2023-03-21 20:52:36,1,20.61,20.61,25,completed,debit_card,6.18,20.61,0.0
T026328,C02094,P0596,2023-03-21 21:47:31,6,19.12,114.74,30,completed,debit_card,0.0,114.72,0.01999999999999602
T117813,C00931,P0610,2023-03-21 21:51:46,1,50.79,50.79,0,completed,credit_card,0.0,50.79,0.0
T113154,C05698,P0873,2023-03-21 22:03:40,1,32.59,32.59,0,completed,credit_card,6.84,32.59,0.0
T042356,C07449,P0037,2023-03-21 22:04:51,1,7.3,7.3,50,completed,paypal,5.85,7.3,0.0
T029969,C00775,P0302,2023-03-21 22:08:17,1,34.82,34.82,0,completed,google_pay,3.99,34.82,0.0
T064383,C00383,P0851,2023-03-21 22:29:16,2,25.07,50.14,0,completed,debit_card,0.0,50.14,0.0
T077658,C04651,P0349,2023-03-21 22:39:12,2,10.08,20.16,0,completed,debit_card,7.29,20.16,0.0
T112359,C01176,P0216,2023-03-21 22:44:47,1,29.32,29.32,0,completed,apple_pay,5.44,29.32,0.0
T012673,C08407,P0423,2023-03-21 22:55:08,1,14.93,14.93,0,completed,paypal,9.49,14.93,0.0
T028748,C09523,P0523,2023-03-21 22:55:24,1,11.45,11.45,0,completed,apple_pay,6.2,11.45,0.0
T107495,C05923,P0419,2023-03-21 23:09:44,1,12.56,12.56,5,completed,credit_card,4.7,12.56,0.0
T033508,C03708,P0872,2023-03-21 23:58:55,4,58.49,233.96,10,completed,bank_transfer,0.0,233.96,0.0
T041593,C05383,P0176,2023-03-22 00:03:26,1,154.57,154.57,0,completed,paypal,0.0,154.57,0.0
