customer_id,churn_probability,risk_level,monetary,frequency,recency_days,has_purchase,customer_value,priority
C03229,0.6261616930917985,Medium Risk,120.15,2.0,151.0,True,Lower Value,Medium Priority
C02261,0.6261219905665595,Medium Risk,434.74,3.0,27.0,True,High Value,Medium Priority
C08406,0.6258861918239935,Medium Risk,144.32,5.0,35.0,True,Lower Value,Medium Priority
C03635,0.6255331908067223,Medium Risk,141.38,5.0,64.0,True,Lower Value,Medium Priority
C03414,0.6248960247938418,Medium Risk,118.22,3.0,496.0,True,Lower Value,Medium Priority
C07364,0.6248677801450797,Medium Risk,50.06,3.0,82.0,True,Lower Value,Medium Priority
C04373,0.6247295527880283,Medium Risk,283.66,4.0,199.0,True,Lower Value,Medium Priority
C02323,0.6246741638603971,Medium Risk,211.61,3.0,33.0,True,Lower Value,Medium Priority
C09545,0.6243391490024927,Medium Risk,89.31,2.0,242.0,True,Lower Value,Medium Priority
C02878,0.6242212086368781,Medium Risk,125.09,3.0,116.0,True,Lower Value,Medium Priority
C00871,0.6239601581098027,Medium Risk,229.71,3.0,21.0,True,Lower Value,Medium Priority
C02198,0.6237987817418337,Medium Risk,34.410000000000004,2.0,256.0,True,Lower Value,Medium Priority
C01890,0.6237809066867352,Medium Risk,236.3,3.0,55.0,True,Lower Value,Medium Priority
C01214,0.6235185632465456,Medium Risk,323.86,3.0,405.0,True,Lower Value,Medium Priority
C08653,0.6232618320666433,Medium Risk,361.73,4.0,191.0,True,Lower Value,Medium Priority
C09831,0.6230162392837609,Medium Risk,123.95,4.0,195.0,True,Lower Value,Medium Priority
C04652,0.6229627094205729,Medium Risk,149.07999999999998,3.0,9.0,True,Lower Value,Medium Priority
C01414,0.6224944307226945,Medium Risk,154.14,1.0,640.0,True,Lower Value,Medium Priority
C03790,0.6220379371661436,Medium Risk,290.47,4.0,57.0,True,Lower Value,Medium Priority
C06751,0.621643096044941,Medium Risk,219.81,3.0,296.0,True,Lower Value,Medium Priority
C09438,0.6215741599726917,Medium Risk,109.1,3.0,179.0,True,Lower Value,Medium Priority
C03058,0.6215519941681906,Medium Risk,141.08,5.0,103.0,True,Lower Value,Medium Priority
C06823,0.6214808103427194,Medium Risk,23.86,1.0,75.0,True,Lower Value,Medium Priority
C06141,0.6213040325795337,Medium Risk,159.29,3.0,270.0,True,Lower Value,Medium Priority
C02644,0.6212501075343814,Medium Risk,421.18,6.0,119.0,True,Lower Value,Medium Priority
C07861,0.6209713857740818,Medium Risk,232.71,6.0,156.0,True,Lower Value,Medium Priority
C09512,0.6207907437407102,Medium Risk,16.5,1.0,186.0,True,Lower Value,Medium Priority
C03664,0.6206010260731011,Medium Risk,41.35,2.0,264.0,True,Lower Value,Medium Priority
C06090,0.6201139039340807,Medium Risk,161.79,3.0,13.0,True,Lower Value,Medium Priority
C06199,0.6199146150162411,Medium Risk,31.53,1.0,38.0,True,Lower Value,Medium Priority
C08742,0.6197507570163978,Medium Risk,36.34,1.0,486.0,True,Lower Value,Medium Priority
C08680,0.6194239980402727,Medium Risk,187.63,4.0,49.0,True,Lower Value,Medium Priority
C04245,0.6193638697380471,Medium Risk,294.92,3.0,386.0,True,Lower Value,Medium Priority
C06107,0.6190362629300128,Medium Risk,495.71,2.0,5.0,True,High Value,Medium Priority
C02421,0.6190124048349275,Medium Risk,356.51000000000005,4.0,160.0,True,Lower Value,Medium Priority
C02004,0.6188614529799803,Medium Risk,207.64,6.0,25.0,True,Lower Value,Medium Priority
C04456,0.6187750845711586,Medium Risk,236.2,4.0,279.0,True,Lower Value,Medium Priority
C04854,0.6178034577166497,Medium Risk,322.83,3.0,110.0,True,Lower Value,Medium Priority
C02988,0.6174569767569797,Medium Risk,376.58,2.0,299.0,True,Lower Value,Medium Priority
C05361,0.617418382071541,Medium Risk,54.64,2.0,326.0,True,Lower Value,Medium Priority
C08707,0.6169633804164295,Medium Risk,462.38,6.0,105.0,True,High Value,Medium Priority
C08389,0.6166022901981365,Medium Risk,493.49,6.0,44.0,True,High Value,Medium Priority
C06493,0.6165092346328187,Medium Risk,223.14,4.0,102.0,True,Lower Value,Medium Priority
C01389,0.6165059475009119,Medium Risk,31.25,3.0,277.0,True,Lower Value,Medium Priority
C09815,0.616450268878248,Medium Risk,298.64,5.0,85.0,True,Lower Value,Medium Priority
C04150,0.6162824467614262,Medium Risk,268.39,3.0,220.0,True,Lower Value,Medium Priority
C05174,0.6162542995683093,Medium Risk,249.42,2.0,378.0,True,Lower Value,Medium Priority
C01198,0.6161094265053115,Medium Risk,409.27,6.0,271.0,True,Lower Value,Medium Priority
C00267,0.6159034067280361,Medium Risk,226.55,6.0,16.0,True,Lower Value,Medium Priority
C01939,0.6158424628808359,Medium Risk,119.46,3.0,20.0,True,Lower Value,Medium Priority
C05015,0.6153346999636037,Medium Risk,947.27,4.0,168.0,True,High Value,Medium Priority
C04839,0.6151561465467613,Medium Risk,469.35,2.0,673.0,True,High Value,Medium Priority
C03536,0.6150169053892293,Medium Risk,447.17,3.0,474.0,True,High Value,Medium Priority
C05612,0.6147869371609022,Medium Risk,95.43,4.0,35.0,True,Lower Value,Medium Priority
C02045,0.6146675113111648,Medium Risk,147.18,4.0,40.0,True,Lower Value,Medium Priority
C09979,0.6146510990994675,Medium Risk,58.76,1.0,340.0,True,Lower Value,Medium Priority
C00759,0.6142464890186491,Medium Risk,883.8499999999999,3.0,24.0,True,High Value,Medium Priority
C03949,0.6140884832754446,Medium Risk,111.86,3.0,49.0,True,Lower Value,Medium Priority
C03259,0.6137976422441375,Medium Risk,146.71,2.0,408.0,True,Lower Value,Medium Priority
C08931,0.6134452684946378,Medium Risk,793.81,5.0,56.0,True,High Value,Medium Priority
C02890,0.612908440118598,Medium Risk,211.58,4.0,125.0,True,Lower Value,Medium Priority
C09361,0.6128950402182499,Medium Risk,239.48,4.0,157.0,True,Lower Value,Medium Priority
C05715,0.6128127912049603,Medium Risk,144.29,2.0,592.0,True,Lower Value,Medium Priority
C00335,0.6127753045127317,Medium Risk,27.54,1.0,517.0,True,Lower Value,Medium Priority
C00896,0.6119157745347685,Medium Risk,507.2,5.0,248.0,True,High Value,Medium Priority
C07338,0.611818025881305,Medium Risk,173.08,3.0,317.0,True,Lower Value,Medium Priority
C03800,0.6116635133313802,Medium Risk,141.95999999999998,4.0,341.0,True,Lower Value,Medium Priority
C06967,0.6115538969360461,Medium Risk,194.26,2.0,264.0,True,Lower Value,Medium Priority
C08338,0.6113466334013542,Medium Risk,127.95,3.0,431.0,True,Lower Value,Medium Priority
C06657,0.6112981873241234,Medium Risk,275.52,1.0,556.0,True,Lower Value,Medium Priority
C01881,0.6111207769387522,Medium Risk,150.63,2.0,607.0,True,Lower Value,Medium Priority
C01970,0.6104446686836253,Medium Risk,75.84,3.0,279.0,True,Lower Value,Medium Priority
C09084,0.6103389206348812,Medium Risk,21.82,2.0,95.0,True,Lower Value,Medium Priority
C02809,0.6102256677388849,Medium Risk,201.35,2.0,5.0,True,Lower Value,Medium Priority
C06647,0.609710990495875,Medium Risk,56.21,1.0,373.0,True,Lower Value,Medium Priority
C03913,0.6095477649754854,Medium Risk,237.86,5.0,182.0,True,Lower Value,Medium Priority
C08114,0.6094318379775295,Medium Risk,132.28,3.0,95.0,True,Lower Value,Medium Priority
C00794,0.6086979546028227,Medium Risk,140.09,3.0,264.0,True,Lower Value,Medium Priority
C09730,0.6084664694389073,Medium Risk,269.57,3.0,114.0,True,Lower Value,Medium Priority
C07420,0.6082169250356011,Medium Risk,306.07,4.0,38.0,True,Lower Value,Medium Priority
C01667,0.6072712311216932,Medium Risk,35.43,2.0,229.0,True,Lower Value,Medium Priority
C09309,0.6070260964554297,Medium Risk,462.23,6.0,85.0,True,High Value,Medium Priority
C00784,0.6061728519940159,Medium Risk,119.67,3.0,98.0,True,Lower Value,Medium Priority
C03283,0.6059281226445442,Medium Risk,153.70999999999998,4.0,45.0,True,Lower Value,Medium Priority
C05030,0.6059214243450675,Medium Risk,313.76,2.0,454.0,True,Lower Value,Medium Priority
C03757,0.605907874198466,Medium Risk,253.7,4.0,9.0,True,Lower Value,Medium Priority
C07911,0.6056427970702083,Medium Risk,170.04,4.0,363.0,True,Lower Value,Medium Priority
C05647,0.6055167046400908,Medium Risk,95.21,2.0,165.0,True,Lower Value,Medium Priority
C06704,0.6041146773180097,Medium Risk,327.59,7.0,36.0,True,Lower Value,Medium Priority
C02476,0.604043730980809,Medium Risk,63.12,2.0,184.0,True,Lower Value,Medium Priority
C09945,0.6039973987158631,Medium Risk,477.09,4.0,350.0,True,High Value,Medium Priority
C03418,0.6039449321942378,Medium Risk,280.29,3.0,131.0,True,Lower Value,Medium Priority
C07191,0.6039255610626755,Medium Risk,23.77,2.0,247.0,True,Lower Value,Medium Priority
C07577,0.6039182864051735,Medium Risk,31.98,1.0,568.0,True,Lower Value,Medium Priority
C05089,0.6039053577953132,Medium Risk,23.72,1.0,372.0,True,Lower Value,Medium Priority
C03533,0.6038578543721356,Medium Risk,240.58,5.0,75.0,True,Lower Value,Medium Priority
C04775,0.603742406718945,Medium Risk,167.3,4.0,108.0,True,Lower Value,Medium Priority
C05563,0.6037245388775624,Medium Risk,166.28,5.0,231.0,True,Lower Value,Medium Priority
C08539,0.6036704386268258,Medium Risk,93.35,2.0,143.0,True,Lower Value,Medium Priority
C03095,0.6033796121828854,Medium Risk,169.73,4.0,184.0,True,Lower Value,Medium Priority
C04088,0.603042086944496,Medium Risk,305.86,5.0,106.0,True,Lower Value,Medium Priority
C07543,0.6028721810331565,Medium Risk,191.68,5.0,249.0,True,Lower Value,Medium Priority
C06402,0.602738534617444,Medium Risk,395.73,3.0,366.0,True,Lower Value,Medium Priority
C05376,0.6025165272068044,Medium Risk,100.72,2.0,223.0,True,Lower Value,Medium Priority
C05179,0.6019130625024206,Medium Risk,539.37,6.0,12.0,True,High Value,Medium Priority
C01490,0.6018472435142527,Medium Risk,621.63,4.0,13.0,True,High Value,Medium Priority
C06744,0.6018143179418219,Medium Risk,131.24,2.0,103.0,True,Lower Value,Medium Priority
C06219,0.6017211683883407,Medium Risk,479.61,6.0,24.0,True,High Value,Medium Priority
C00396,0.6016935736753664,Medium Risk,404.7,5.0,13.0,True,Lower Value,Medium Priority
C08413,0.6016085710285999,Medium Risk,844.02,3.0,435.0,True,High Value,Medium Priority
C09106,0.6011858175046314,Medium Risk,356.67,4.0,385.0,True,Lower Value,Medium Priority
C03759,0.601168068926873,Medium Risk,188.94,3.0,178.0,True,Lower Value,Medium Priority
C03252,0.6011529610772478,Medium Risk,91.76,1.0,712.0,True,Lower Value,Medium Priority
C01783,0.6007974851237916,Medium Risk,182.45,4.0,384.0,True,Lower Value,Medium Priority
C05223,0.6003339168057108,Medium Risk,41.49,2.0,248.0,True,Lower Value,Medium Priority
C08199,0.6001285586351203,Medium Risk,47.73,2.0,51.0,True,Lower Value,Medium Priority
C07476,0.6001134339506958,Medium Risk,269.12,6.0,110.0,True,Lower Value,Medium Priority
C03974,0.5998492118232287,Medium Risk,178.58,3.0,99.0,True,Lower Value,Medium Priority
C05965,0.5998489184020886,Medium Risk,5.98,1.0,391.0,True,Lower Value,Medium Priority
C02997,0.5998422088624027,Medium Risk,935.84,4.0,57.0,True,High Value,Medium Priority
C05265,0.599805021992025,Medium Risk,275.76,2.0,117.0,True,Lower Value,Medium Priority
C05876,0.5995979324083245,Medium Risk,109.76,2.0,458.0,True,Lower Value,Medium Priority
C01856,0.5993218719105919,Medium Risk,137.66,4.0,158.0,True,Lower Value,Medium Priority
C01498,0.598646677999527,Medium Risk,191.62,5.0,236.0,True,Lower Value,Medium Priority
C01841,0.5986002482016941,Medium Risk,313.53,4.0,17.0,True,Lower Value,Medium Priority
C05550,0.5985337066463863,Medium Risk,137.31,3.0,466.0,True,Lower Value,Medium Priority
C08419,0.597781585479266,Medium Risk,829.0300000000001,4.0,126.0,True,High Value,Medium Priority
C04540,0.59741724372388,Medium Risk,196.0,3.0,11.0,True,Lower Value,Medium Priority
C06925,0.5973272876404597,Medium Risk,39.11,2.0,227.0,True,Lower Value,Medium Priority
C03490,0.5969792324466476,Medium Risk,248.55,4.0,27.0,True,Lower Value,Medium Priority
C04007,0.5968742861694374,Medium Risk,56.36,2.0,67.0,True,Lower Value,Medium Priority
C01040,0.5964300112058271,Medium Risk,381.17,4.0,147.0,True,Lower Value,Medium Priority
C02599,0.5962693558677274,Medium Risk,260.11,5.0,126.0,True,Lower Value,Medium Priority
C08874,0.5962452481653264,Medium Risk,60.05,2.0,235.0,True,Lower Value,Medium Priority
C05621,0.596128856883735,Medium Risk,158.26,5.0,43.0,True,Lower Value,Medium Priority
C05645,0.5958590371546679,Medium Risk,396.68,5.0,27.0,True,Lower Value,Medium Priority
C04593,0.5957337398389991,Medium Risk,41.16,2.0,201.0,True,Lower Value,Medium Priority
C05410,0.5956907235089436,Medium Risk,184.63,3.0,224.0,True,Lower Value,Medium Priority
C03763,0.595356979298312,Medium Risk,165.01,3.0,110.0,True,Lower Value,Medium Priority
C02736,0.5953002600665096,Medium Risk,345.49,4.0,73.0,True,Lower Value,Medium Priority
C02012,0.5952129167871766,Medium Risk,307.74,6.0,43.0,True,Lower Value,Medium Priority
C04021,0.5951149607412732,Medium Risk,271.58,4.0,26.0,True,Lower Value,Medium Priority
C00577,0.5950381838274909,Medium Risk,133.18,5.0,181.0,True,Lower Value,Medium Priority
C05401,0.5949494708882588,Medium Risk,118.47,2.0,26.0,True,Lower Value,Medium Priority
C07436,0.5945310048281908,Medium Risk,539.8299999999999,2.0,331.0,True,High Value,Medium Priority
C01401,0.594380692003579,Medium Risk,33.13,1.0,73.0,True,Lower Value,Medium Priority
C02381,0.5942479390506847,Medium Risk,160.72000000000003,3.0,416.0,True,Lower Value,Medium Priority
C08414,0.594124873977956,Medium Risk,189.48,4.0,354.0,True,Lower Value,Medium Priority
C01575,0.5939867486112296,Medium Risk,64.65,1.0,263.0,True,Lower Value,Medium Priority
C04427,0.5939432262170468,Medium Risk,303.84,4.0,284.0,True,Lower Value,Medium Priority
C05506,0.5938481777604766,Medium Risk,413.85,3.0,82.0,True,Lower Value,Medium Priority
C02311,0.5937117346862262,Medium Risk,296.07,4.0,55.0,True,Lower Value,Medium Priority
C02707,0.5935909034866148,Medium Risk,468.37,4.0,376.0,True,High Value,Medium Priority
C02375,0.5933409458494753,Medium Risk,676.78,6.0,213.0,True,High Value,Medium Priority
C04641,0.5931115439537443,Medium Risk,205.3,5.0,100.0,True,Lower Value,Medium Priority
C04715,0.5928957860193017,Medium Risk,172.84,4.0,151.0,True,Lower Value,Medium Priority
C04971,0.5926728648283703,Medium Risk,115.55,4.0,288.0,True,Lower Value,Medium Priority
C00293,0.5922274413529083,Medium Risk,311.56,3.0,233.0,True,Lower Value,Medium Priority
C09086,0.5920571134332148,Medium Risk,198.28,4.0,86.0,True,Lower Value,Medium Priority
C09555,0.5919861258296456,Medium Risk,655.25,6.0,143.0,True,High Value,Medium Priority
C01610,0.5916560128280347,Medium Risk,604.7,3.0,126.0,True,High Value,Medium Priority
C02481,0.5916179878501708,Medium Risk,195.13,3.0,237.0,True,Lower Value,Medium Priority
C07552,0.590581294759347,Medium Risk,119.7,2.0,91.0,True,Lower Value,Medium Priority
C08467,0.5904904284668151,Medium Risk,166.66,3.0,328.0,True,Lower Value,Medium Priority
C02016,0.5904111003051609,Medium Risk,86.98,2.0,504.0,True,Lower Value,Medium Priority
C07401,0.5901655687666483,Medium Risk,181.21,4.0,56.0,True,Lower Value,Medium Priority
C02297,0.5899900865365995,Medium Risk,115.26,3.0,27.0,True,Lower Value,Medium Priority
C02405,0.5899311419454515,Medium Risk,146.44,4.0,332.0,True,Lower Value,Medium Priority
C04253,0.589821038998251,Medium Risk,196.36,3.0,16.0,True,Lower Value,Medium Priority
C04846,0.5893965107758562,Medium Risk,144.78,4.0,284.0,True,Lower Value,Medium Priority
C07434,0.5892165699474673,Medium Risk,544.52,6.0,215.0,True,High Value,Medium Priority
C09146,0.5887604794492425,Medium Risk,148.9,4.0,50.0,True,Lower Value,Medium Priority
C06872,0.588721427845174,Medium Risk,93.1,2.0,19.0,True,Lower Value,Medium Priority
C08164,0.5887098692639037,Medium Risk,89.26,4.0,73.0,True,Lower Value,Medium Priority
C09001,0.5884285963816185,Medium Risk,159.45,2.0,21.0,True,Lower Value,Medium Priority
C08473,0.5882769988712143,Medium Risk,8.92,1.0,599.0,True,Lower Value,Medium Priority
C07162,0.5882118070963365,Medium Risk,467.69,5.0,266.0,True,High Value,Medium Priority
C07562,0.5878233467035185,Medium Risk,249.93,4.0,214.0,True,Lower Value,Medium Priority
C04983,0.587599135881735,Medium Risk,336.36,4.0,306.0,True,Lower Value,Medium Priority
C04379,0.5873742582655427,Medium Risk,269.56,5.0,128.0,True,Lower Value,Medium Priority
C09681,0.587237076876526,Medium Risk,449.82,5.0,57.0,True,High Value,Medium Priority
C00909,0.5872143713872291,Medium Risk,202.8,4.0,12.0,True,Lower Value,Medium Priority
C09092,0.5871608252317967,Medium Risk,47.57,4.0,222.0,True,Lower Value,Medium Priority
C00681,0.5870520375124986,Medium Risk,271.03,4.0,183.0,True,Lower Value,Medium Priority
C09198,0.5867319860598138,Medium Risk,182.28,5.0,68.0,True,Lower Value,Medium Priority
C02606,0.5866363489681038,Medium Risk,1199.07,9.0,41.0,True,High Value,Medium Priority
C04102,0.586629542195195,Medium Risk,181.99,3.0,224.0,True,Lower Value,Medium Priority
C01432,0.5864700216079645,Medium Risk,111.14,2.0,219.0,True,Lower Value,Medium Priority
C08536,0.586111188436873,Medium Risk,340.72,4.0,123.0,True,Lower Value,Medium Priority
C06974,0.5860532671214838,Medium Risk,133.01999999999998,3.0,88.0,True,Lower Value,Medium Priority
C06325,0.5858490884876997,Medium Risk,13.72,1.0,155.0,True,Lower Value,Medium Priority
C01566,0.5849768431556335,Medium Risk,362.7,5.0,216.0,True,Lower Value,Medium Priority
C07118,0.5848161182170396,Medium Risk,115.24,2.0,105.0,True,Lower Value,Medium Priority
C00903,0.5845046271687039,Medium Risk,516.39,8.0,7.0,True,High Value,Medium Priority
C05413,0.584415132931269,Medium Risk,756.59,2.0,383.0,True,High Value,Medium Priority
C03947,0.5843583583941849,Medium Risk,1490.3100000000002,4.0,342.0,True,High Value,Medium Priority
C05804,0.5841964011416818,Medium Risk,179.94,2.0,146.0,True,Lower Value,Medium Priority
C05699,0.5841384593936275,Medium Risk,438.19,4.0,72.0,True,High Value,Medium Priority
C06286,0.5837903545181872,Medium Risk,729.87,7.0,315.0,True,High Value,Medium Priority
C03333,0.5831068899330826,Medium Risk,223.84,4.0,112.0,True,Lower Value,Medium Priority
C06893,0.5830718981091622,Medium Risk,256.85,3.0,447.0,True,Lower Value,Medium Priority
C00767,0.5828770728335292,Medium Risk,37.11,1.0,431.0,True,Lower Value,Medium Priority
C04196,0.5828493638482185,Medium Risk,1175.75,1.0,177.0,True,High Value,Medium Priority
C09727,0.5828415297323887,Medium Risk,373.43,5.0,190.0,True,Lower Value,Medium Priority
C05450,0.5827354829571377,Medium Risk,645.51,2.0,77.0,True,High Value,Medium Priority
C08439,0.5827043864837155,Medium Risk,363.99,4.0,74.0,True,Lower Value,Medium Priority
C07653,0.5822572469566738,Medium Risk,29.91,1.0,690.0,True,Lower Value,Medium Priority
C07379,0.5820552679006491,Medium Risk,294.33,5.0,169.0,True,Lower Value,Medium Priority
C09120,0.5819216207969425,Medium Risk,228.26,4.0,144.0,True,Lower Value,Medium Priority
C03998,0.5817093575592627,Medium Risk,195.0,7.0,83.0,True,Lower Value,Medium Priority
C09379,0.5814598968437499,Medium Risk,656.36,3.0,329.0,True,High Value,Medium Priority
C01651,0.5809746186380066,Medium Risk,256.49,5.0,141.0,True,Lower Value,Medium Priority
C04950,0.5809737396033784,Medium Risk,487.72,4.0,59.0,True,High Value,Medium Priority
C02227,0.5807224466344749,Medium Risk,253.07,4.0,90.0,True,Lower Value,Medium Priority
C01328,0.5806427579814685,Medium Risk,132.74,4.0,101.0,True,Lower Value,Medium Priority
C03754,0.5802794821336916,Medium Risk,122.13,5.0,65.0,True,Lower Value,Medium Priority
C04005,0.579869296290645,Medium Risk,234.68,3.0,170.0,True,Lower Value,Medium Priority
C06536,0.5798225294861239,Medium Risk,328.36,3.0,40.0,True,Lower Value,Medium Priority
C06041,0.5796959133526189,Medium Risk,64.63,2.0,152.0,True,Lower Value,Medium Priority
C09698,0.57969039407032,Medium Risk,188.54,3.0,27.0,True,Lower Value,Medium Priority
C02017,0.5790087063389743,Medium Risk,920.84,7.0,41.0,True,High Value,Medium Priority
C03854,0.5789370399854423,Medium Risk,345.19000000000005,5.0,32.0,True,Lower Value,Medium Priority
C05050,0.5788774561873133,Medium Risk,1023.02,2.0,164.0,True,High Value,Medium Priority
C05521,0.5786113705439994,Medium Risk,207.01,5.0,214.0,True,Lower Value,Medium Priority
C05545,0.5785848119137185,Medium Risk,249.06,6.0,273.0,True,Lower Value,Medium Priority
C02607,0.578226714258461,Medium Risk,297.01,2.0,63.0,True,Lower Value,Medium Priority
C02058,0.5779900631692819,Medium Risk,242.88,4.0,291.0,True,Lower Value,Medium Priority
C03189,0.5778521151544548,Medium Risk,633.74,7.0,270.0,True,High Value,Medium Priority
C08360,0.5776611633389875,Medium Risk,289.23,4.0,279.0,True,Lower Value,Medium Priority
C04358,0.5773886695833308,Medium Risk,424.97,8.0,2.0,True,High Value,Medium Priority
C02324,0.577384259842147,Medium Risk,616.49,6.0,179.0,True,High Value,Medium Priority
C08664,0.5771915698961151,Medium Risk,198.2,4.0,80.0,True,Lower Value,Medium Priority
C02225,0.57701321061334,Medium Risk,545.19,4.0,384.0,True,High Value,Medium Priority
C04772,0.5768862302966903,Medium Risk,507.34,6.0,74.0,True,High Value,Medium Priority
C04010,0.5768174156107068,Medium Risk,522.29,3.0,33.0,True,High Value,Medium Priority
C05062,0.5761019097038541,Medium Risk,371.14,5.0,98.0,True,Lower Value,Medium Priority
C07054,0.5760982812410531,Medium Risk,826.98,7.0,29.0,True,High Value,Medium Priority
C02341,0.5760221913804868,Medium Risk,576.28,4.0,3.0,True,High Value,Medium Priority
C01876,0.5760063450120415,Medium Risk,303.81,5.0,18.0,True,Lower Value,Medium Priority
C09472,0.5759890447227645,Medium Risk,314.93,6.0,3.0,True,Lower Value,Medium Priority
C09044,0.5758815071266862,Medium Risk,136.11,3.0,133.0,True,Lower Value,Medium Priority
C01132,0.5757952520303953,Medium Risk,513.4,6.0,105.0,True,High Value,Medium Priority
C09552,0.5750422033480475,Medium Risk,231.52,4.0,141.0,True,Lower Value,Medium Priority
C00538,0.5748772055066991,Medium Risk,147.07,5.0,37.0,True,Lower Value,Medium Priority
C07175,0.5746307178192173,Medium Risk,440.01,3.0,412.0,True,High Value,Medium Priority
C08660,0.5746102609967502,Medium Risk,264.85,4.0,229.0,True,Lower Value,Medium Priority
C06069,0.5742534097749571,Medium Risk,109.19,4.0,283.0,True,Lower Value,Medium Priority
C01546,0.5740673081691076,Medium Risk,75.91,2.0,640.0,True,Lower Value,Medium Priority
C01725,0.5740587232062484,Medium Risk,259.54,3.0,171.0,True,Lower Value,Medium Priority
C04290,0.5733646636483906,Medium Risk,302.98,6.0,61.0,True,Lower Value,Medium Priority
C04800,0.5732289034196899,Medium Risk,526.54,5.0,116.0,True,High Value,Medium Priority
C05447,0.5730286718032669,Medium Risk,302.79,5.0,243.0,True,Lower Value,Medium Priority
C06643,0.5725142299399992,Medium Risk,211.37,4.0,266.0,True,Lower Value,Medium Priority
C06077,0.5718837189292215,Medium Risk,180.2,4.0,287.0,True,Lower Value,Medium Priority
C05594,0.5717957655207301,Medium Risk,109.23,3.0,154.0,True,Lower Value,Medium Priority
C03637,0.5717172821353664,Medium Risk,52.09,3.0,166.0,True,Lower Value,Medium Priority
C04429,0.5717076431101259,Medium Risk,107.57,3.0,8.0,True,Lower Value,Medium Priority
C01825,0.5716831726173777,Medium Risk,142.45,3.0,58.0,True,Lower Value,Medium Priority
C01729,0.5714405727537502,Medium Risk,221.88,3.0,186.0,True,Lower Value,Medium Priority
C04096,0.5709366628883279,Medium Risk,221.72,5.0,24.0,True,Lower Value,Medium Priority
C05873,0.5705358564349435,Medium Risk,74.0,2.0,44.0,True,Lower Value,Medium Priority
C02502,0.5701902997164385,Medium Risk,71.22,2.0,259.0,True,Lower Value,Medium Priority
C08936,0.5695921526377646,Medium Risk,72.22999999999999,3.0,410.0,True,Lower Value,Medium Priority
C07813,0.5695123031274879,Medium Risk,458.04,4.0,10.0,True,High Value,Medium Priority
C09923,0.5694702512612796,Medium Risk,151.08999999999995,4.0,486.0,True,Lower Value,Medium Priority
C02025,0.5691968103536641,Medium Risk,86.68,3.0,145.0,True,Lower Value,Medium Priority
C05407,0.5688308163800274,Medium Risk,431.04,4.0,279.0,True,High Value,Medium Priority
C08770,0.5686173910961025,Medium Risk,467.18,7.0,87.0,True,High Value,Medium Priority
C07071,0.5676705474705305,Medium Risk,161.69,4.0,516.0,True,Lower Value,Medium Priority
C08286,0.5675819033045941,Medium Risk,487.57,7.0,185.0,True,High Value,Medium Priority
C04765,0.5673687942626863,Medium Risk,262.95,4.0,317.0,True,Lower Value,Medium Priority
C00459,0.567150221300322,Medium Risk,75.66,2.0,566.0,True,Lower Value,Medium Priority
C01262,0.567141275810323,Medium Risk,716.2,9.0,66.0,True,High Value,Medium Priority
C00810,0.5670104355222207,Medium Risk,358.74,4.0,218.0,True,Lower Value,Medium Priority
C01877,0.566498853507096,Medium Risk,997.39,6.0,174.0,True,High Value,Medium Priority
C06803,0.5661221169892795,Medium Risk,88.52,3.0,12.0,True,Lower Value,Medium Priority
C04927,0.5654909446242129,Medium Risk,37.78,1.0,268.0,True,Lower Value,Medium Priority
C05792,0.5650302946649125,Medium Risk,57.57,4.0,10.0,True,Lower Value,Medium Priority
C02008,0.5646729310341952,Medium Risk,258.8,4.0,42.0,True,Lower Value,Medium Priority
C02289,0.5646615313335693,Medium Risk,233.95,4.0,270.0,True,Lower Value,Medium Priority
C07880,0.5646208142027188,Medium Risk,44.34,1.0,158.0,True,Lower Value,Medium Priority
C08815,0.5640558349459716,Medium Risk,137.62,3.0,298.0,True,Lower Value,Medium Priority
C03976,0.5640469646842213,Medium Risk,593.1500000000001,3.0,18.0,True,High Value,Medium Priority
C01653,0.5636573116249907,Medium Risk,27.17,2.0,110.0,True,Lower Value,Medium Priority
C03284,0.5629125113833255,Medium Risk,447.15,5.0,7.0,True,High Value,Medium Priority
C01554,0.5628256739695389,Medium Risk,1078.06,7.0,106.0,True,High Value,Medium Priority
C09504,0.5627667389977056,Medium Risk,361.31,7.0,166.0,True,Lower Value,Medium Priority
C01392,0.5624250261755849,Medium Risk,251.85,4.0,73.0,True,Lower Value,Medium Priority
C08230,0.5619995889211811,Medium Risk,228.56,1.0,675.0,True,Lower Value,Medium Priority
C08800,0.5619339690766909,Medium Risk,517.68,5.0,74.0,True,High Value,Medium Priority
C02850,0.5614417362013691,Medium Risk,120.92,5.0,79.0,True,Lower Value,Medium Priority
C09270,0.5612185330975735,Medium Risk,300.31,4.0,98.0,True,Lower Value,Medium Priority
C06376,0.5610872022059182,Medium Risk,226.65,2.0,114.0,True,Lower Value,Medium Priority
C09794,0.5607850631182637,Medium Risk,161.31,5.0,64.0,True,Lower Value,Medium Priority
C07807,0.5607755583450404,Medium Risk,128.52,6.0,1.0,True,Lower Value,Medium Priority
C02407,0.560442112387064,Medium Risk,481.17,4.0,104.0,True,High Value,Medium Priority
C09049,0.5603977756655372,Medium Risk,325.72,4.0,87.0,True,Lower Value,Medium Priority
C02732,0.5602946657165522,Medium Risk,313.29999999999995,7.0,16.0,True,Lower Value,Medium Priority
