customer_id,cluster,business_segment,recency_days,frequency,monetary
C01996,2,Potential Loyalists,10.0,4.0,108.83
C01997,2,Potential Loyalists,30.0,6.0,217.02
C01998,4,Loyal Customers,379.0,6.0,1256.1
C01999,3,Dormant / Low Value,256.0,1.0,14.96
C02000,1,Champions,8.0,8.0,1480.54
C02001,0,At Risk,91.0,5.0,388.25
C02002,3,Dormant / Low Value,139.0,2.0,93.68
C02003,4,Loyal Customers,49.0,13.0,856.88
C02004,2,Potential Loyalists,25.0,6.0,207.64
C02005,1,Champions,14.0,17.0,686.97
C02006,4,Loyal Customers,55.0,10.0,529.11
C02007,3,Dormant / Low Value,164.0,3.0,68.3
C02008,2,Potential Loyalists,42.0,4.0,258.8
C02009,4,Loyal Customers,48.0,8.0,493.5
C02010,0,At Risk,191.0,3.0,246.51
C02011,0,At Risk,207.0,3.0,265.25
C02012,2,Potential Loyalists,43.0,6.0,307.74
C02013,0,At Risk,110.0,4.0,84.58
C02014,0,At Risk,76.0,5.0,219.81000000000003
C02015,4,Loyal Customers,61.0,8.0,801.06
C02016,3,Dormant / Low Value,504.0,2.0,86.98
C02017,4,Loyal Customers,41.0,7.0,920.84
C02018,0,At Risk,140.0,5.0,308.36
C02019,2,Potential Loyalists,11.0,7.0,383.64
C02020,4,Loyal Customers,96.0,18.0,983.72
C02021,-1,No Purchase,,0.0,0.0
C02022,3,Dormant / Low Value,352.0,2.0,41.07
C02023,0,At Risk,64.0,5.0,238.78
C02024,0,At Risk,206.0,6.0,366.98
C02025,3,Dormant / Low Value,145.0,3.0,86.68
C02026,0,At Risk,246.0,8.0,385.87
C02027,4,Loyal Customers,215.0,7.0,600.12
C02028,0,At Risk,114.0,7.0,336.79
C02029,1,Champions,3.0,9.0,803.53
C02030,0,At Risk,430.0,2.0,348.28000000000003
C02031,3,Dormant / Low Value,83.0,1.0,53.83
C02032,2,Potential Loyalists,22.0,5.0,295.21000000000004
C02033,4,Loyal Customers,105.0,9.0,273.62
C02034,3,Dormant / Low Value,216.0,2.0,17.71
C02035,4,Loyal Customers,54.0,11.0,1025.14
C02036,4,Loyal Customers,53.0,15.0,808.03
C02037,0,At Risk,188.0,5.0,152.59
C02038,4,Loyal Customers,62.0,9.0,935.62
C02039,1,Champions,15.0,10.0,807.49
C02040,3,Dormant / Low Value,587.0,2.0,51.85
C02041,4,Loyal Customers,43.0,7.0,466.83
C02042,2,Potential Loyalists,23.0,5.0,393.28
C02043,1,Champions,44.0,14.0,1169.32
C02044,3,Dormant / Low Value,444.0,1.0,2.68
C02045,2,Potential Loyalists,40.0,4.0,147.18
C02046,4,Loyal Customers,60.0,10.0,497.33
C02047,2,Potential Loyalists,19.0,7.0,264.52
C02048,0,At Risk,106.0,5.0,225.21
C02049,4,Loyal Customers,55.0,7.0,941.75
C02050,3,Dormant / Low Value,38.0,1.0,66.42
C02051,0,At Risk,153.0,3.0,150.47
C02052,4,Loyal Customers,83.0,9.0,284.06
C02053,4,Loyal Customers,112.0,10.0,518.2
C02054,2,Potential Loyalists,38.0,2.0,475.17
C02055,0,At Risk,251.0,6.0,368.13
C02056,-1,No Purchase,,0.0,0.0
C02057,2,Potential Loyalists,8.0,3.0,187.85
C02058,0,At Risk,291.0,4.0,242.88
C02059,2,Potential Loyalists,3.0,6.0,352.51
C02060,1,Champions,40.0,20.0,1196.35
C02061,0,At Risk,180.0,4.0,451.95
C02062,1,Champions,11.0,9.0,1028.38
C02063,0,At Risk,66.0,3.0,108.16
C02064,1,Champions,21.0,13.0,740.4
C02065,4,Loyal Customers,52.0,10.0,1072.02
C02066,4,Loyal Customers,35.0,8.0,636.7
C02067,0,At Risk,206.0,4.0,133.11
C02068,2,Potential Loyalists,32.0,5.0,387.69
C02069,0,At Risk,276.0,6.0,176.79
C02070,4,Loyal Customers,92.0,18.0,962.84
C02071,0,At Risk,515.0,3.0,598.8299999999999
C02072,3,Dormant / Low Value,420.0,3.0,92.43
C02073,1,Champions,40.0,14.0,1199.41
C02074,4,Loyal Customers,59.0,7.0,620.22
C02075,0,At Risk,356.0,4.0,623.6
C02076,0,At Risk,216.0,2.0,398.06
C02077,0,At Risk,123.0,4.0,456.78
C02078,2,Potential Loyalists,26.0,6.0,255.98
C02079,0,At Risk,184.0,4.0,515.58
C02080,2,Potential Loyalists,24.0,7.0,664.5899999999999
C02081,2,Potential Loyalists,54.0,5.0,308.83000000000004
C02082,1,Champions,17.0,18.0,1318.44
C02083,4,Loyal Customers,58.0,7.0,603.46
C02084,1,Champions,5.0,15.0,591.72
C02085,3,Dormant / Low Value,149.0,1.0,73.08
C02086,4,Loyal Customers,80.0,7.0,744.36
C02087,4,Loyal Customers,81.0,8.0,1907.58
C02088,4,Loyal Customers,244.0,11.0,562.06
C02089,0,At Risk,209.0,6.0,458.14
C02090,0,At Risk,190.0,5.0,94.02
C02091,4,Loyal Customers,83.0,12.0,569.78
C02092,4,Loyal Customers,147.0,12.0,597.1
C02093,0,At Risk,215.0,3.0,236.91
C02094,1,Champions,6.0,15.0,1215.3
C02095,3,Dormant / Low Value,483.0,2.0,135.24
C02096,0,At Risk,132.0,3.0,252.28
C02097,4,Loyal Customers,159.0,8.0,474.74
C02098,4,Loyal Customers,199.0,6.0,1184.34
C02099,3,Dormant / Low Value,279.0,1.0,13.52
C02100,4,Loyal Customers,70.0,10.0,1278.78
C02101,-1,No Purchase,,0.0,0.0
C02102,4,Loyal Customers,83.0,15.0,1098.33
C02103,1,Champions,25.0,20.0,2484.95
C02104,1,Champions,10.0,9.0,469.66
C02105,1,Champions,45.0,17.0,1763.37
C02106,4,Loyal Customers,140.0,9.0,739.66
C02107,3,Dormant / Low Value,34.0,1.0,18.29
C02108,4,Loyal Customers,121.0,5.0,741.91
C02109,2,Potential Loyalists,27.0,2.0,591.4499999999999
C02110,4,Loyal Customers,89.0,10.0,1190.78
C02111,2,Potential Loyalists,22.0,6.0,201.12
C02112,0,At Risk,166.0,4.0,242.76
C02113,4,Loyal Customers,106.0,10.0,395.69
C02114,3,Dormant / Low Value,77.0,1.0,75.32
C02115,4,Loyal Customers,86.0,13.0,1154.86
C02116,0,At Risk,597.0,1.0,456.5
C02117,0,At Risk,89.0,5.0,216.06
C02118,3,Dormant / Low Value,389.0,3.0,88.23
C02119,0,At Risk,416.0,3.0,151.21
C02120,3,Dormant / Low Value,81.0,2.0,80.96000000000001
C02121,0,At Risk,105.0,4.0,121.75
C02122,0,At Risk,290.0,2.0,183.26
C02123,2,Potential Loyalists,5.0,3.0,1895.18
C02124,1,Champions,19.0,9.0,574.56
C02125,0,At Risk,348.0,4.0,228.89
C02126,1,Champions,28.0,9.0,1045.12
C02127,2,Potential Loyalists,54.0,4.0,507.33
C02128,0,At Risk,145.0,4.0,693.52
C02129,3,Dormant / Low Value,504.0,1.0,115.51
C02130,0,At Risk,71.0,4.0,620.45
C02131,4,Loyal Customers,128.0,7.0,510.55
C02132,0,At Risk,164.0,2.0,335.04
C02133,1,Champions,51.0,19.0,1114.06
C02134,1,Champions,13.0,9.0,474.87
C02135,0,At Risk,240.0,5.0,519.5
C02136,0,At Risk,326.0,4.0,160.31
C02137,1,Champions,4.0,12.0,851.46
C02138,4,Loyal Customers,66.0,14.0,809.74
C02139,1,Champions,12.0,11.0,968.09
C02140,1,Champions,28.0,22.0,1645.32
C02141,0,At Risk,310.0,4.0,99.81
C02142,1,Champions,18.0,12.0,574.54
C02143,4,Loyal Customers,103.0,13.0,564.83
C02144,0,At Risk,152.0,3.0,134.99
C02145,1,Champions,39.0,13.0,1101.59
C02146,0,At Risk,77.0,2.0,167.9
C02147,3,Dormant / Low Value,204.0,2.0,56.87
C02148,0,At Risk,154.0,4.0,372.75
C02149,2,Potential Loyalists,43.0,4.0,136.73
C02150,1,Champions,8.0,10.0,394.68
C02151,3,Dormant / Low Value,336.0,2.0,27.160000000000004
C02152,2,Potential Loyalists,6.0,6.0,791.71
C02153,1,Champions,1.0,9.0,534.91
C02154,4,Loyal Customers,91.0,5.0,628.49
C02155,1,Champions,73.0,26.0,1750.45
C02156,3,Dormant / Low Value,486.0,1.0,29.45
C02157,0,At Risk,175.0,4.0,605.85
C02158,0,At Risk,166.0,6.0,329.99
C02159,3,Dormant / Low Value,321.0,2.0,76.06
C02160,4,Loyal Customers,413.0,10.0,921.94
C02161,-1,No Purchase,,0.0,0.0
C02162,0,At Risk,507.0,4.0,304.35
C02163,0,At Risk,113.0,3.0,277.49
C02164,1,Champions,45.0,16.0,1173.24
C02165,0,At Risk,290.0,4.0,280.03000000000003
C02166,1,Champions,30.0,19.0,1000.94
C02167,1,Champions,7.0,10.0,1762.19
C02168,1,Champions,7.0,9.0,479.62
C02169,0,At Risk,93.0,4.0,216.98
C02170,0,At Risk,327.0,3.0,553.86
C02171,3,Dormant / Low Value,401.0,1.0,271.38
C02172,1,Champions,21.0,11.0,1061.66
C02173,2,Potential Loyalists,9.0,2.0,29.1
C02174,0,At Risk,128.0,3.0,816.66
C02175,0,At Risk,120.0,5.0,398.83
C02176,2,Potential Loyalists,51.0,5.0,338.44
C02177,4,Loyal Customers,37.0,10.0,377.12
C02178,3,Dormant / Low Value,214.0,2.0,143.19
C02179,0,At Risk,216.0,3.0,123.26
C02180,1,Champions,17.0,10.0,465.73
C02181,-1,No Purchase,,0.0,0.0
C02182,2,Potential Loyalists,6.0,6.0,564.52
C02183,0,At Risk,177.0,2.0,209.1
C02184,4,Loyal Customers,136.0,9.0,387.05
C02185,0,At Risk,90.0,5.0,137.24
C02186,4,Loyal Customers,57.0,17.0,1089.29
C02187,2,Potential Loyalists,54.0,5.0,466.51
C02188,2,Potential Loyalists,1.0,7.0,444.06
C02189,4,Loyal Customers,37.0,8.0,438.6
C02190,-1,No Purchase,,0.0,0.0
C02191,4,Loyal Customers,77.0,8.0,878.57
C02192,4,Loyal Customers,53.0,11.0,752.31
C02193,3,Dormant / Low Value,152.0,1.0,44.19
C02194,1,Champions,17.0,10.0,532.53
C02195,1,Champions,2.0,10.0,393.51
C02196,0,At Risk,115.0,6.0,269.21
C02197,2,Potential Loyalists,7.0,6.0,191.83
C02198,3,Dormant / Low Value,256.0,2.0,34.410000000000004
C02199,4,Loyal Customers,110.0,10.0,636.38
C02200,0,At Risk,206.0,5.0,186.19
C02201,4,Loyal Customers,69.0,17.0,1344.04
C02202,1,Champions,1.0,16.0,641.66
C02203,0,At Risk,121.0,4.0,313.29999999999995
C02204,1,Champions,27.0,12.0,699.06
C02205,4,Loyal Customers,218.0,10.0,999.72
C02206,4,Loyal Customers,115.0,9.0,1969.25
C02207,4,Loyal Customers,117.0,11.0,983.35
C02208,2,Potential Loyalists,19.0,5.0,167.3
C02209,0,At Risk,69.0,3.0,149.58
C02210,-1,No Purchase,,0.0,0.0
C02211,3,Dormant / Low Value,179.0,2.0,50.31
C02212,4,Loyal Customers,87.0,13.0,978.96
C02213,1,Champions,23.0,11.0,1108.73
C02214,4,Loyal Customers,89.0,17.0,1280.14
C02215,0,At Risk,441.0,2.0,858.79
C02216,3,Dormant / Low Value,136.0,2.0,139.07999999999998
C02217,4,Loyal Customers,57.0,14.0,700.77
C02218,1,Champions,13.0,20.0,2538.9500000000003
C02219,4,Loyal Customers,223.0,11.0,338.83
C02220,1,Champions,24.0,10.0,2286.3
C02221,2,Potential Loyalists,19.0,7.0,410.31
C02222,2,Potential Loyalists,18.0,7.0,279.06
C02223,2,Potential Loyalists,29.0,6.0,617.54
C02224,4,Loyal Customers,85.0,20.0,1199.48
C02225,0,At Risk,384.0,4.0,545.19
C02226,2,Potential Loyalists,58.0,6.0,341.46000000000004
C02227,0,At Risk,90.0,4.0,253.07
C02228,-1,No Purchase,,0.0,0.0
C02229,4,Loyal Customers,142.0,9.0,470.93
C02230,2,Potential Loyalists,40.0,6.0,480.07
C02231,4,Loyal Customers,126.0,8.0,871.1500000000001
C02232,0,At Risk,131.0,6.0,400.64
C02233,1,Champions,21.0,17.0,1704.68
C02234,1,Champions,2.0,14.0,822.92
C02235,1,Champions,40.0,20.0,1549.52
C02236,0,At Risk,561.0,3.0,187.36
C02237,4,Loyal Customers,314.0,8.0,512.28
C02238,0,At Risk,535.0,3.0,426.63
C02239,4,Loyal Customers,62.0,8.0,484.21
C02240,0,At Risk,260.0,3.0,730.76
C02241,4,Loyal Customers,40.0,6.0,902.31
C02242,2,Potential Loyalists,22.0,5.0,199.09
C02243,0,At Risk,487.0,3.0,601.13
C02244,0,At Risk,101.0,5.0,373.47
C02245,0,At Risk,110.0,4.0,419.67
C02246,0,At Risk,269.0,7.0,332.43
C02247,3,Dormant / Low Value,87.0,3.0,89.11
C02248,1,Champions,16.0,10.0,793.69
C02249,2,Potential Loyalists,22.0,5.0,500.37
C02250,2,Potential Loyalists,37.0,4.0,229.87
C02251,4,Loyal Customers,134.0,15.0,592.0799999999999
C02252,2,Potential Loyalists,16.0,6.0,818.13
C02253,4,Loyal Customers,37.0,8.0,408.41
C02254,3,Dormant / Low Value,703.0,1.0,40.71
C02255,2,Potential Loyalists,20.0,9.0,266.16
C02256,1,Champions,7.0,19.0,1083.7
C02257,4,Loyal Customers,31.0,8.0,534.6999999999999
C02258,3,Dormant / Low Value,448.0,1.0,78.97
C02259,4,Loyal Customers,67.0,6.0,551.41
C02260,1,Champions,13.0,10.0,992.04
C02261,2,Potential Loyalists,27.0,3.0,434.74
C02262,0,At Risk,156.0,5.0,213.74
C02263,3,Dormant / Low Value,15.0,2.0,26.71
C02264,4,Loyal Customers,105.0,8.0,422.22
C02265,0,At Risk,240.0,5.0,193.69
C02266,1,Champions,1.0,13.0,653.78
C02267,2,Potential Loyalists,21.0,4.0,279.57
C02268,4,Loyal Customers,61.0,9.0,2296.48
C02269,4,Loyal Customers,73.0,12.0,1401.35
C02270,4,Loyal Customers,192.0,7.0,1107.07
C02271,1,Champions,10.0,11.0,593.08
C02272,1,Champions,14.0,12.0,629.27
C02273,2,Potential Loyalists,15.0,10.0,304.76
C02274,4,Loyal Customers,62.0,15.0,886.66
C02275,3,Dormant / Low Value,382.0,2.0,98.2
C02276,4,Loyal Customers,56.0,13.0,1283.64
C02277,3,Dormant / Low Value,194.0,1.0,55.16
C02278,4,Loyal Customers,50.0,15.0,908.31
C02279,2,Potential Loyalists,9.0,4.0,264.89
C02280,0,At Risk,283.0,5.0,169.12
C02281,0,At Risk,147.0,4.0,410.28
C02282,4,Loyal Customers,51.0,10.0,632.75
C02283,4,Loyal Customers,61.0,8.0,1561.66
C02284,0,At Risk,252.0,3.0,636.0999999999999
C02285,0,At Risk,162.0,2.0,182.25
C02286,4,Loyal Customers,59.0,15.0,1129.5
C02287,4,Loyal Customers,78.0,8.0,975.01
C02288,3,Dormant / Low Value,76.0,3.0,75.05000000000001
C02289,0,At Risk,270.0,4.0,233.95
C02290,0,At Risk,124.0,3.0,189.13
C02291,4,Loyal Customers,42.0,11.0,654.51
C02292,4,Loyal Customers,108.0,8.0,919.89
C02293,4,Loyal Customers,80.0,6.0,585.51
C02294,2,Potential Loyalists,51.0,4.0,252.57
C02295,0,At Risk,325.0,2.0,309.54999999999995
C02296,1,Champions,4.0,9.0,744.31
C02297,2,Potential Loyalists,27.0,3.0,115.26
C02298,2,Potential Loyalists,21.0,6.0,644.23
C02299,0,At Risk,84.0,5.0,226.43
C02300,1,Champions,33.0,29.0,2473.65
C02301,1,Champions,24.0,10.0,944.12
C02302,4,Loyal Customers,51.0,7.0,1066.75
C02303,0,At Risk,92.0,5.0,102.36
C02304,4,Loyal Customers,82.0,13.0,950.38
C02305,2,Potential Loyalists,29.0,5.0,483.39
C02306,0,At Risk,289.0,7.0,327.66
C02307,4,Loyal Customers,142.0,9.0,624.77
C02308,0,At Risk,317.0,4.0,367.8200000000001
C02309,4,Loyal Customers,72.0,11.0,827.1500000000001
C02310,-1,No Purchase,,0.0,0.0
C02311,0,At Risk,55.0,4.0,296.07
C02312,0,At Risk,209.0,6.0,379.0100000000001
C02313,2,Potential Loyalists,9.0,3.0,85.41
C02314,1,Champions,14.0,9.0,580.96
C02315,2,Potential Loyalists,1.0,2.0,96.3
C02316,3,Dormant / Low Value,206.0,2.0,58.0
C02317,4,Loyal Customers,66.0,10.0,1418.26
C02318,4,Loyal Customers,157.0,8.0,1514.96
C02319,1,Champions,24.0,21.0,920.07
C02320,0,At Risk,653.0,3.0,459.87
C02321,0,At Risk,148.0,2.0,621.96
C02322,4,Loyal Customers,38.0,5.0,1019.16
C02323,2,Potential Loyalists,33.0,3.0,211.61
C02324,4,Loyal Customers,179.0,6.0,616.49
C02325,-1,No Purchase,,0.0,0.0
C02326,0,At Risk,251.0,6.0,280.59
C02327,-1,No Purchase,,0.0,0.0
C02328,2,Potential Loyalists,4.0,3.0,500.18
C02329,4,Loyal Customers,57.0,12.0,1751.2
C02330,4,Loyal Customers,36.0,7.0,1147.03
C02331,1,Champions,21.0,10.0,1197.42
C02332,0,At Risk,78.0,5.0,430.78
C02333,4,Loyal Customers,122.0,8.0,569.12
C02334,4,Loyal Customers,216.0,8.0,783.69
C02335,1,Champions,24.0,14.0,377.71
C02336,1,Champions,2.0,12.0,846.95
C02337,4,Loyal Customers,76.0,9.0,636.5
C02338,4,Loyal Customers,96.0,9.0,496.79
C02339,3,Dormant / Low Value,164.0,3.0,97.93
C02340,2,Potential Loyalists,19.0,3.0,74.23
C02341,2,Potential Loyalists,3.0,4.0,576.28
C02342,2,Potential Loyalists,4.0,8.0,446.85
C02343,3,Dormant / Low Value,50.0,2.0,37.05
C02344,4,Loyal Customers,37.0,8.0,522.41
C02345,2,Potential Loyalists,15.0,3.0,90.87
C02346,4,Loyal Customers,124.0,11.0,719.1
C02347,4,Loyal Customers,65.0,13.0,917.49
C02348,0,At Risk,121.0,6.0,218.87
C02349,0,At Risk,61.0,4.0,191.96
C02350,3,Dormant / Low Value,282.0,3.0,110.57
C02351,1,Champions,29.0,21.0,782.73
C02352,0,At Risk,657.0,2.0,371.63
C02353,4,Loyal Customers,35.0,7.0,816.86
C02354,4,Loyal Customers,32.0,10.0,448.63
C02355,1,Champions,33.0,13.0,703.55
C02356,0,At Risk,231.0,4.0,531.11
C02357,2,Potential Loyalists,13.0,4.0,203.89
C02358,3,Dormant / Low Value,123.0,1.0,37.38
C02359,0,At Risk,157.0,4.0,313.79
C02360,2,Potential Loyalists,15.0,8.0,425.81
C02361,0,At Risk,55.0,3.0,479.69
C02362,4,Loyal Customers,178.0,7.0,998.94
C02363,1,Champions,12.0,18.0,1620.8
C02364,1,Champions,14.0,10.0,619.96
C02365,4,Loyal Customers,159.0,11.0,475.77
C02366,0,At Risk,239.0,3.0,325.62
C02367,0,At Risk,152.0,4.0,155.0
C02368,4,Loyal Customers,142.0,11.0,1672.7299999999998
C02369,0,At Risk,130.0,5.0,379.39
C02370,1,Champions,11.0,16.0,1123.39
C02371,4,Loyal Customers,139.0,7.0,748.05
C02372,0,At Risk,56.0,2.0,178.39999999999998
C02373,0,At Risk,352.0,3.0,222.95
C02374,1,Champions,19.0,11.0,1100.86
C02375,4,Loyal Customers,213.0,6.0,676.78
C02376,1,Champions,15.0,16.0,982.8
C02377,4,Loyal Customers,68.0,7.0,341.06
C02378,3,Dormant / Low Value,307.0,2.0,69.18
C02379,4,Loyal Customers,35.0,8.0,999.88
C02380,1,Champions,17.0,8.0,635.27
C02381,0,At Risk,416.0,3.0,160.72000000000003
C02382,3,Dormant / Low Value,227.0,1.0,29.01
C02383,2,Potential Loyalists,22.0,2.0,59.96000000000001
C02384,3,Dormant / Low Value,138.0,1.0,31.96
C02385,1,Champions,8.0,10.0,793.4399999999999
C02386,3,Dormant / Low Value,618.0,1.0,48.48
C02387,4,Loyal Customers,30.0,9.0,831.57
C02388,4,Loyal Customers,39.0,11.0,851.2099999999999
C02389,3,Dormant / Low Value,642.0,1.0,17.24
C02390,0,At Risk,161.0,4.0,967.15
C02391,2,Potential Loyalists,38.0,5.0,382.88
C02392,0,At Risk,97.0,6.0,233.83
C02393,2,Potential Loyalists,39.0,3.0,203.36
C02394,0,At Risk,140.0,7.0,138.52
C02395,3,Dormant / Low Value,385.0,1.0,173.76
C02396,3,Dormant / Low Value,316.0,2.0,60.09
C02397,4,Loyal Customers,114.0,9.0,742.8499999999999
C02398,0,At Risk,133.0,5.0,461.29
C02399,0,At Risk,496.0,4.0,138.57
C02400,0,At Risk,215.0,4.0,730.1500000000001
C02401,4,Loyal Customers,137.0,10.0,865.19
C02402,4,Loyal Customers,105.0,8.0,404.28
C02403,1,Champions,50.0,15.0,1625.22
C02404,4,Loyal Customers,69.0,10.0,530.98
C02405,0,At Risk,332.0,4.0,146.44
C02406,0,At Risk,466.0,4.0,159.22
C02407,0,At Risk,104.0,4.0,481.17
C02408,4,Loyal Customers,75.0,8.0,668.39
C02409,1,Champions,33.0,18.0,1038.41
C02410,4,Loyal Customers,63.0,10.0,1703.2
C02411,3,Dormant / Low Value,410.0,1.0,27.37
C02412,1,Champions,25.0,12.0,671.58
C02413,4,Loyal Customers,180.0,7.0,578.4300000000001
C02414,4,Loyal Customers,40.0,8.0,516.49
C02415,2,Potential Loyalists,38.0,6.0,325.13
C02416,3,Dormant / Low Value,634.0,1.0,55.53
C02417,4,Loyal Customers,161.0,10.0,1100.39
C02418,3,Dormant / Low Value,35.0,2.0,27.15
C02419,1,Champions,32.0,16.0,1369.26
C02420,0,At Risk,139.0,6.0,300.16
C02421,0,At Risk,160.0,4.0,356.51000000000005
C02422,1,Champions,23.0,11.0,1325.72
C02423,4,Loyal Customers,103.0,8.0,590.36
C02424,1,Champions,30.0,20.0,2110.35
C02425,1,Champions,23.0,10.0,1318.24
C02426,0,At Risk,345.0,7.0,195.87
C02427,4,Loyal Customers,163.0,12.0,1142.4299999999998
C02428,0,At Risk,174.0,4.0,194.09
C02429,4,Loyal Customers,65.0,11.0,561.47
C02430,4,Loyal Customers,53.0,14.0,742.28
C02431,1,Champions,30.0,12.0,965.01
C02432,4,Loyal Customers,91.0,7.0,365.82
C02433,2,Potential Loyalists,8.0,6.0,589.39
C02434,0,At Risk,131.0,2.0,176.44
C02435,0,At Risk,54.0,3.0,149.45
C02436,4,Loyal Customers,76.0,9.0,456.7000000000001
C02437,0,At Risk,86.0,3.0,122.86
C02438,4,Loyal Customers,117.0,8.0,576.64
C02439,1,Champions,1.0,10.0,352.38
C02440,3,Dormant / Low Value,441.0,1.0,37.86
C02441,3,Dormant / Low Value,137.0,2.0,59.14
C02442,0,At Risk,92.0,4.0,578.76
C02443,0,At Risk,83.0,6.0,393.27
C02444,4,Loyal Customers,74.0,9.0,616.5699999999999
C02445,2,Potential Loyalists,1.0,6.0,435.7
C02446,2,Potential Loyalists,42.0,6.0,212.88
C02447,0,At Risk,357.0,5.0,338.81
C02448,2,Potential Loyalists,35.0,6.0,571.3800000000001
C02449,4,Loyal Customers,112.0,8.0,1028.26
C02450,4,Loyal Customers,59.0,13.0,1098.47
C02451,4,Loyal Customers,117.0,14.0,1397.97
C02452,4,Loyal Customers,164.0,8.0,553.55
C02453,4,Loyal Customers,61.0,10.0,736.04
C02454,4,Loyal Customers,68.0,10.0,1264.51
C02455,0,At Risk,295.0,4.0,443.75
C02456,4,Loyal Customers,113.0,5.0,898.05
C02457,3,Dormant / Low Value,352.0,2.0,120.07
C02458,3,Dormant / Low Value,275.0,1.0,21.84
C02459,4,Loyal Customers,79.0,6.0,419.93
C02460,4,Loyal Customers,82.0,14.0,2733.21
C02461,4,Loyal Customers,161.0,13.0,798.27
C02462,3,Dormant / Low Value,297.0,1.0,18.58
C02463,0,At Risk,110.0,6.0,323.29
C02464,0,At Risk,197.0,5.0,161.28
C02465,4,Loyal Customers,86.0,12.0,1242.59
C02466,2,Potential Loyalists,40.0,7.0,344.14
C02467,4,Loyal Customers,185.0,8.0,457.39
C02468,4,Loyal Customers,103.0,8.0,282.65
C02469,4,Loyal Customers,51.0,8.0,639.11
C02470,0,At Risk,83.0,5.0,206.01
C02471,4,Loyal Customers,155.0,11.0,553.5899999999999
C02472,1,Champions,19.0,14.0,966.46
C02473,2,Potential Loyalists,28.0,6.0,403.01
C02474,4,Loyal Customers,48.0,8.0,553.05
C02475,0,At Risk,120.0,2.0,154.11
C02476,3,Dormant / Low Value,184.0,2.0,63.12
C02477,0,At Risk,99.0,3.0,96.78
C02478,2,Potential Loyalists,24.0,7.0,725.79
C02479,1,Champions,24.0,18.0,1194.17
C02480,4,Loyal Customers,29.0,9.0,475.33
C02481,0,At Risk,237.0,3.0,195.13
C02482,0,At Risk,393.0,4.0,161.2
C02483,3,Dormant / Low Value,296.0,2.0,164.48999999999998
C02484,4,Loyal Customers,52.0,6.0,434.4
C02485,1,Champions,36.0,13.0,822.28
C02486,4,Loyal Customers,203.0,13.0,1931.51
C02487,1,Champions,23.0,12.0,781.3199999999999
C02488,3,Dormant / Low Value,161.0,2.0,32.86
C02489,1,Champions,36.0,13.0,918.94
C02490,-1,No Purchase,,0.0,0.0
C02491,0,At Risk,193.0,6.0,283.36
C02492,3,Dormant / Low Value,108.0,1.0,7.6
C02493,1,Champions,25.0,14.0,1644.0700000000002
C02494,4,Loyal Customers,151.0,14.0,909.95
C02495,4,Loyal Customers,81.0,9.0,854.85
C02496,4,Loyal Customers,112.0,11.0,458.69
C02497,3,Dormant / Low Value,139.0,1.0,129.3
C02498,1,Champions,9.0,9.0,1072.13
C02499,2,Potential Loyalists,9.0,9.0,423.51
C02500,3,Dormant / Low Value,152.0,2.0,23.28
C02501,1,Champions,1.0,13.0,1519.83
C02502,3,Dormant / Low Value,259.0,2.0,71.22
C02503,1,Champions,31.0,10.0,774.06
C02504,0,At Risk,144.0,2.0,625.54
C02505,2,Potential Loyalists,29.0,4.0,291.74
C02506,0,At Risk,171.0,6.0,343.4
C02507,1,Champions,14.0,19.0,1129.96
C02508,0,At Risk,478.0,4.0,449.48
C02509,0,At Risk,58.0,4.0,392.3200000000001
C02510,0,At Risk,186.0,4.0,304.49
C02511,0,At Risk,509.0,5.0,202.21
C02512,3,Dormant / Low Value,39.0,1.0,41.11
C02513,0,At Risk,186.0,3.0,224.37
C02514,3,Dormant / Low Value,72.0,1.0,198.87
C02515,1,Champions,19.0,14.0,446.4
C02516,0,At Risk,265.0,2.0,252.14
C02517,2,Potential Loyalists,5.0,2.0,47.940000000000005
C02518,4,Loyal Customers,36.0,10.0,541.5
C02519,3,Dormant / Low Value,70.0,2.0,41.53
C02520,3,Dormant / Low Value,122.0,2.0,66.74
C02521,4,Loyal Customers,87.0,8.0,1030.31
C02522,3,Dormant / Low Value,220.0,2.0,34.43
C02523,0,At Risk,156.0,6.0,359.71
C02524,1,Champions,16.0,15.0,1215.56
C02525,3,Dormant / Low Value,213.0,2.0,86.84
C02526,1,Champions,1.0,20.0,1400.53
C02527,1,Champions,8.0,16.0,947.69
C02528,4,Loyal Customers,123.0,7.0,516.97
C02529,1,Champions,16.0,11.0,1316.05
C02530,2,Potential Loyalists,7.0,3.0,327.56
C02531,1,Champions,17.0,12.0,1015.14
C02532,2,Potential Loyalists,55.0,5.0,195.01
C02533,0,At Risk,91.0,3.0,353.8
C02534,3,Dormant / Low Value,442.0,2.0,108.45
C02535,2,Potential Loyalists,17.0,5.0,966.08
C02536,4,Loyal Customers,131.0,13.0,1432.64
C02537,4,Loyal Customers,54.0,7.0,395.33
C02538,2,Potential Loyalists,24.0,3.0,251.78
C02539,2,Potential Loyalists,44.0,5.0,303.5
C02540,0,At Risk,121.0,2.0,1220.98
C02541,4,Loyal Customers,160.0,9.0,591.61
C02542,0,At Risk,383.0,8.0,390.62
C02543,3,Dormant / Low Value,673.0,1.0,28.38
C02544,0,At Risk,99.0,5.0,156.92000000000002
C02545,1,Champions,18.0,10.0,831.17
C02546,0,At Risk,245.0,2.0,290.69
